class_id,class_name,support,cnn_silhouette,vit_silhouette,convnext_silhouette,cnn_acc,vit_acc,convnext_acc
0,Alcoholic Beverage,77,0.22256170213222504,0.2258325070142746,0.43230754137039185,0.922077922077922,0.9090909090909091,0.961038961038961
1,Apple,65,0.037973128259181976,0.07599082589149475,0.22185193002223969,0.7846153846153846,0.8153846153846154,0.8615384615384616
2,Apricot,43,-0.0026131554041057825,0.09824986010789871,0.14660239219665527,0.5581395348837209,0.6511627906976745,0.813953488372093
3,Avocados,56,0.11900556087493896,0.2751701772212982,0.5030317902565002,0.7857142857142857,0.8571428571428571,0.8928571428571429
4,Ban Mian,47,0.0249955952167511,0.08113916218280792,0.12855969369411469,0.574468085106383,0.7872340425531915,0.7872340425531915
5,Barley,40,-0.09427963197231293,-0.1008480042219162,-0.04628913477063179,0.225,0.225,0.475
6,"Bee hoon, goreng",126,-0.021020350977778435,0.005919784773141146,0.046398892998695374,0.7857142857142857,0.6587301587301587,0.7936507936507936
7,"Bee hoon, soto",62,-0.15589158236980438,-0.1161561831831932,-0.13952110707759857,0.1935483870967742,0.3387096774193548,0.3225806451612903
8,Bibimbap,103,0.28900060057640076,0.21152007579803467,0.35969850420951843,0.883495145631068,0.8932038834951457,0.941747572815534
9,Blackberry,52,0.22996821999549866,0.2259463369846344,0.42599862813949585,0.8461538461538461,0.8076923076923077,0.8846153846153846
10,Bubble Milk Tea,102,0.2695790231227875,0.2313574254512787,0.313970685005188,0.8529411764705882,0.8823529411764706,0.8921568627450981
11,Burger,102,0.4233114719390869,0.43718674778938293,0.6191709637641907,0.9705882352941176,0.9509803921568627,0.9607843137254902
12,CNY love letter,59,0.1482180505990982,0.10456596314907074,0.21934770047664642,0.7966101694915254,0.7966101694915254,0.8813559322033898
13,"Chap chye, Nonya",50,0.10003957152366638,0.14572370052337646,0.22420813143253326,0.84,0.9,0.88
14,Chinese fritters,100,-0.18625226616859436,-0.08031881600618362,-0.059542082250118256,0.49,0.57,0.67
15,Chocolate,500,0.04671635851264,0.12741948664188385,0.23702280223369598,0.83,0.876,0.892
16,Claypot Rice,83,-0.04549914598464966,0.034058839082717896,0.09615324437618256,0.6265060240963856,0.6867469879518072,0.7228915662650602
17,Cucumber,53,0.4453032910823822,0.4910484254360199,0.6633896231651306,0.8867924528301887,0.9811320754716981,0.9811320754716981
18,"Don, chicken teriyaki",61,-0.10864048451185226,-0.04687844589352608,-0.05587887391448021,0.45901639344262296,0.6557377049180327,0.5737704918032787
19,"Don, unagi",74,0.15599864721298218,0.23332755267620087,0.3887598514556885,0.7972972972972973,0.8648648648648649,0.9324324324324325
20,Duck Rice,88,-0.008667298592627048,-0.009927057661116123,0.033309031277894974,0.75,0.6818181818181818,0.7840909090909091
21,Dumpling noodle soup,75,0.0011771853314712644,-0.01744323968887329,0.036812637001276016,0.5733333333333334,0.6,0.6933333333333334
22,Fish Ball Noodles,68,0.10620851814746857,0.09787308424711227,0.15550969541072845,0.75,0.8088235294117647,0.8235294117647058
23,Fish and chips,90,0.26345887780189514,0.2365904301404953,0.5103553533554077,0.9333333333333333,0.9333333333333333,0.9666666666666667
24,Fried Noodles,95,0.00027436629170551896,0.045207761228084564,0.06824109703302383,0.7368421052631579,0.7157894736842105,0.7157894736842105
25,Fruit juice,214,0.04075011610984802,0.017728017643094063,0.16803905367851257,0.822429906542056,0.8878504672897196,0.9018691588785047
26,Grape,61,0.07852062582969666,0.16969552636146545,0.3807999789714813,0.7704918032786885,0.819672131147541,0.9508196721311475
27,Grapefruit,139,0.26139524579048157,0.2948152422904968,0.4157695770263672,0.8992805755395683,0.8992805755395683,0.920863309352518
28,Hor Fun,92,-0.17959603667259216,-0.03428536280989647,-0.03272457420825958,0.4673913043478261,0.717391304347826,0.6630434782608695
29,Indian Pancake,91,0.06601705402135849,0.20087650418281555,0.2758193910121918,0.8791208791208791,0.9230769230769231,0.967032967032967
30,Indian Prata,62,0.0499536357820034,0.11225398629903793,0.2346210479736328,0.7903225806451613,0.7741935483870968,0.9193548387096774
31,Instant Cereal Drink,64,0.11484941840171814,0.05669669806957245,0.0942918211221695,0.609375,0.65625,0.703125
32,Katsudon,52,-0.06648224592208862,0.0021793011110275984,0.022881506010890007,0.6538461538461539,0.7115384615384616,0.8076923076923077
33,Kopi Teh Milo,66,0.16402460634708405,0.15359096229076385,0.2312987744808197,0.7272727272727273,0.7272727272727273,0.8333333333333334
34,Kueh Salat,77,0.22424760460853577,0.27209270000457764,0.37016361951828003,0.8311688311688312,0.8831168831168831,0.8961038961038961
35,Kway Teow,154,0.10399957001209259,0.12266260385513306,0.23622426390647888,0.8116883116883117,0.8636363636363636,0.8896103896103896
36,Laksa,107,-0.03225149214267731,0.003466965164989233,0.040750227868556976,0.6728971962616822,0.7383177570093458,0.794392523364486
37,Lontong with sayur lodeh,48,-0.030503978952765465,0.02038397826254368,0.0359552763402462,0.3958333333333333,0.5625,0.5833333333333334
38,Lor mee,72,0.16582196950912476,0.22703398764133453,0.3113049268722534,0.9027777777777778,0.9722222222222222,0.9305555555555556
39,Macaroni,86,-0.08720863610506058,0.02263946644961834,0.16726812720298767,0.6395348837209303,0.6976744186046512,0.7790697674418605
40,Mee bandung,50,-0.032390326261520386,-0.01811053976416588,-0.013003098778426647,0.42,0.52,0.6
41,Mee goreng,101,0.08353684097528458,0.050648462027311325,0.11218894273042679,0.7029702970297029,0.6633663366336634,0.8217821782178217
42,Mee kuah,51,-0.0575576052069664,-0.05961427092552185,-0.07055358588695526,0.3137254901960784,0.5098039215686274,0.5098039215686274
43,Mee rebus,81,0.018852978944778442,0.04466353356838226,0.09463606029748917,0.654320987654321,0.691358024691358,0.7654320987654321
44,Mee siam,82,-0.022553235292434692,0.02917485125362873,0.06802573055028915,0.6341463414634146,0.5975609756097561,0.6707317073170732
45,"Mee siam, fried",45,-0.020161781460046768,-0.03785867244005203,-0.025833072140812874,0.15555555555555556,0.2,0.4444444444444444
46,Mee soto,70,0.02496795915067196,0.05350948125123978,0.054264944046735764,0.6142857142857143,0.5857142857142857,0.6428571428571429
47,"Miso ramen, with fishcake",85,-0.05895121023058891,0.03103375993669033,0.07271924614906311,0.6,0.7529411764705882,0.7647058823529411
48,Nasi Ambeng,76,0.07335152477025986,0.07109809666872025,0.11026144027709961,0.8157894736842105,0.8026315789473685,0.8289473684210527
49,Nasi pattaya,82,0.07449230551719666,0.14430567622184753,0.3074282109737396,0.8536585365853658,0.8902439024390244,0.9390243902439024
50,Nuts,172,0.04626874625682831,0.11586472392082214,0.28357264399528503,0.8430232558139535,0.8372093023255814,0.872093023255814
51,Papaya,51,0.1167277917265892,0.23629315197467804,0.47782573103904724,0.7647058823529411,0.8431372549019608,0.8627450980392157
52,Peanut Pancake,46,0.0892244502902031,0.15035495162010193,0.24406841397285461,0.782608695652174,0.9130434782608695,0.9565217391304348
53,Persimmon,60,0.1874893605709076,0.2971477806568146,0.47923633456230164,0.8,0.8166666666666667,0.8833333333333333
54,"Pilaf, pea",101,-0.016545390710234642,0.040148310363292694,0.1303693801164627,0.6831683168316832,0.7227722772277227,0.801980198019802
55,Pomelo,118,-0.02380857989192009,0.051929328590631485,0.22787751257419586,0.8135593220338984,0.8220338983050848,0.8728813559322034
56,Porridge,74,-0.012026420794427395,0.0328030027449131,0.20418940484523773,0.6756756756756757,0.7162162162162162,0.8108108108108109
57,Prawn Noodle,75,0.008157937787473202,0.030729901045560837,0.04219718649983406,0.68,0.6933333333333334,0.7866666666666666
58,Pung Kueh,58,0.15915250778198242,0.19516107439994812,0.2742317318916321,0.8275862068965517,0.896551724137931,0.9482758620689655
59,"Rice, chicken katsu with Japanese curry",87,0.14364837110042572,0.18337950110435486,0.2966814637184143,0.8735632183908046,0.9310344827586207,0.9080459770114943
60,"Rice, korean bulgogi beef",93,-0.14233995974063873,-0.0764133483171463,-0.07220496982336044,0.4838709677419355,0.5483870967741935,0.6344086021505376
61,"Rice, with dakgalbi",78,-0.13331648707389832,-0.036987289786338806,-0.03241201117634773,0.46153846153846156,0.6282051282051282,0.6794871794871795
62,Seafood Noodles Soup,76,-0.1882699429988861,-0.0376330204308033,-0.007321125362068415,0.5789473684210527,0.5526315789473685,0.5921052631578947
63,Snacks and Chips,292,0.03443264588713646,0.048965174704790115,0.17866894602775574,0.7671232876712328,0.8047945205479452,0.8424657534246576
64,Soft boiled eggs,99,0.21327093243598938,0.23542945086956024,0.4842056632041931,0.9090909090909091,0.9191919191919192,0.9393939393939394
65,Soto ayam,86,0.04019090160727501,0.03353425860404968,0.06374287605285645,0.6511627906976745,0.6744186046511628,0.686046511627907
66,Soursop,72,0.5177323818206787,0.45992034673690796,0.7711888551712036,0.9722222222222222,0.9861111111111112,0.9722222222222222
67,Starfruit,46,0.15336476266384125,0.3189474940299988,0.6806116700172424,0.8695652173913043,0.8478260869565217,0.9565217391304348
68,Sweets,261,0.04121509939432144,0.09975095838308334,0.2261817455291748,0.7816091954022989,0.8199233716475096,0.8850574712643678
69,Tauhu Goreng,85,-0.10838969796895981,-0.019207093864679337,0.031046494841575623,0.6588235294117647,0.7411764705882353,0.7764705882352941
70,Udon,185,-0.06387992948293686,0.014021513052284718,0.11444825679063797,0.7081081081081081,0.8216216216216217,0.8378378378378378
71,"Wanton mee, dry",102,0.1979268193244934,0.19452917575836182,0.26754137873649597,0.8823529411764706,0.9215686274509803,0.9411764705882353
72,White Bread,112,0.3144066035747528,0.2337421476840973,0.38094645738601685,0.9017857142857143,0.9464285714285714,0.9196428571428571
73,Wholegrain Wrap,114,-0.019150441512465477,0.04595285281538963,0.17168322205543518,0.7192982456140351,0.7719298245614035,0.8508771929824561
74,assam pedas,65,0.019431456923484802,0.027374502271413803,0.06102454662322998,0.676923076923077,0.7538461538461538,0.8
75,ayam penyet,60,0.11965751647949219,0.11508556455373764,0.18612000346183777,0.85,0.9166666666666666,0.9666666666666667
76,bagel & croissant,48,0.03218742832541466,0.07040133327245712,0.2500505745410919,0.75,0.7083333333333334,0.8125
77,bak chor mee,86,0.02398849092423916,0.09004954248666763,0.15015912055969238,0.7325581395348837,0.7906976744186046,0.7558139534883721
78,bak kut teh,74,0.01824291981756687,0.09291438013315201,0.2106626182794571,0.7702702702702703,0.8378378378378378,0.8648648648648649
79,bak kwa,75,0.21483108401298523,0.28979653120040894,0.39622732996940613,0.8666666666666667,0.9066666666666666,0.8933333333333333
80,baked beans,106,0.19288434088230133,0.1661805510520935,0.5013188123703003,0.9150943396226415,0.9150943396226415,0.9528301886792453
81,bakso,70,0.07894591242074966,0.14969131350517273,0.23279091715812683,0.7571428571428571,0.8857142857142857,0.8571428571428571
82,banana,133,0.22596614062786102,0.28252723813056946,0.5023062825202942,0.9097744360902256,0.9022556390977443,0.9473684210526315
83,bee hoon,64,-0.08069270849227905,-0.056356701999902725,-0.04793586581945419,0.359375,0.5,0.453125
84,beef noodle soup,88,0.028037352487444878,0.09123318642377853,0.13601814210414886,0.6704545454545454,0.8409090909090909,0.8181818181818182
85,begedil,80,0.018834155052900314,0.04597777873277664,0.09206541627645493,0.6875,0.6875,0.725
86,biscuit,290,-0.03859584406018257,0.09235965460538864,0.23342064023017883,0.8172413793103448,0.8793103448275862,0.8862068965517241
87,black pepper crab,58,0.1878412663936615,0.21747487783432007,0.3800428509712219,0.9137931034482759,0.9310344827586207,0.9310344827586207
88,blueberries,111,0.07428588718175888,0.19360759854316711,0.2860117256641388,0.8648648648648649,0.9009009009009009,0.8738738738738738
89,breakfast cereal,72,-0.11388079077005386,-0.06561960279941559,-0.03376410901546478,0.4166666666666667,0.5,0.6805555555555556
90,buckwheat,141,-0.08057495951652527,0.0006680674850940704,0.0883190780878067,0.6312056737588653,0.7446808510638298,0.7730496453900709
91,cake,118,-0.020552657544612885,0.019848059862852097,0.10238675028085709,0.6949152542372882,0.711864406779661,0.7711864406779662
92,cake rolls,49,0.04585231468081474,0.09618145227432251,0.3306090831756592,0.7142857142857143,0.7551020408163265,0.8367346938775511
93,canned Fruit salad,128,0.02588750794529915,0.14227497577667236,0.2544533610343933,0.875,0.8984375,0.8984375
94,cereal prawns,73,0.1752881556749344,0.25606560707092285,0.3053566515445709,0.8904109589041096,0.9178082191780822,0.9178082191780822
95,chai tow kuay,72,0.044182226061820984,0.049718260765075684,0.08624925464391708,0.7638888888888888,0.7916666666666666,0.8055555555555556
96,char siew,123,0.015743374824523926,0.0674213096499443,0.15909583866596222,0.7642276422764228,0.8455284552845529,0.8292682926829268
97,char siew pau,102,0.03967954218387604,0.08441589027643204,0.16247813403606415,0.7647058823529411,0.7156862745098039,0.7549019607843137
98,chawanmushi,56,0.0780368372797966,0.07755357772111893,0.22350549697875977,0.75,0.7678571428571429,0.8928571428571429
99,cheese fries,96,0.028693610802292824,0.08546962589025497,0.26732978224754333,0.7708333333333334,0.8854166666666666,0.90625
100,cheng tng,55,0.20886798202991486,0.18742375075817108,0.2956491708755493,0.8909090909090909,0.9090909090909091,0.9454545454545454
101,cherries,95,0.05982595682144165,0.1868302971124649,0.3453834652900696,0.6947368421052632,0.8,0.8315789473684211
102,chicken chop,68,0.004939557984471321,0.08529412001371384,0.23961535096168518,0.75,0.8529411764705882,0.8529411764705882
103,chicken masala,126,-0.06486111134290695,0.019235169515013695,0.1312486082315445,0.6984126984126984,0.746031746031746,0.7142857142857143
104,chicken pie,86,0.12575878202915192,0.11024963110685349,0.28320208191871643,0.8837209302325582,0.8255813953488372,0.8604651162790697
105,chicken rice,88,0.10935655236244202,0.1729692667722702,0.288462370634079,0.8863636363636364,0.9318181818181818,0.9090909090909091
106,chicken soup,136,-0.1567269265651703,-0.06961661577224731,-0.0596679151058197,0.4485294117647059,0.5294117647058824,0.5661764705882353
107,chicken wing,82,0.12511751055717468,0.13481810688972473,0.25095880031585693,0.7926829268292683,0.8292682926829268,0.8780487804878049
108,chilli crab,89,0.1393146812915802,0.14656636118888855,0.31369274854660034,0.8764044943820225,0.8764044943820225,0.9325842696629213
109,chin chow drink,54,-0.05240755155682564,0.03596217930316925,0.15741530060768127,0.7962962962962963,0.8333333333333334,0.9074074074074074
110,chwee kueh,69,0.24178123474121094,0.2972394824028015,0.4496411085128784,0.8985507246376812,0.8985507246376812,0.9130434782608695
111,cooked brown rice,98,-0.05808670073747635,-0.022807329893112183,0.018825851380825043,0.5408163265306123,0.6122448979591837,0.6938775510204082
112,cooked white rice,55,0.4435604214668274,0.3492756187915802,0.4301663041114807,0.9090909090909091,0.8909090909090909,0.9090909090909091
113,corn,50,0.31391412019729614,0.2047301083803177,0.3847126066684723,0.88,0.82,0.86
114,cream soup,104,0.09243207424879074,0.065126433968544,0.11857608705759048,0.7596153846153846,0.8557692307692307,0.8557692307692307
