epoch,step,train_acc,train_loss,val_acc,val_loss,val_macro_acc,val_top5_acc
0,2385,,,0.6430795192718506,1.414992094039917,0.6099284291267395,0.8686375617980957
0,2385,0.44279658794403076,2.5571722984313965,,,,
1,4771,,,0.7013863921165466,1.1541829109191895,0.6785608530044556,0.9007570743560791
1,4771,0.680073618888855,1.26767098903656,,,,
2,7157,,,0.7256399393081665,1.0557142496109009,0.705126941204071,0.9111796021461487
2,7157,0.7366055846214294,1.0177382230758667,,,,
3,9543,,,0.7346858382225037,1.0145280361175537,0.71514892578125,0.9145881533622742
3,9543,0.7685202956199646,0.8850045800209045,,,,
4,11929,,,0.7379961609840393,1.004607081413269,0.718547523021698,0.9158664345741272
4,11929,0.7868096232414246,0.816274106502533,,,,
